Wikipedia EN/English	http://download.kiwix.org/zim/wikipedia_en_all_novid.zim	en	With over 5 million articles, download the entire English Wikipedia for exploring offline. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Wikipedia-logo-v2-en.svg/320px-Wikipedia-logo-v2-en.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Wikipedia-logo-v2-en.svg/640px-Wikipedia-logo-v2-en.svg.png		64048847318	2017-08-10
Wikipedia EN/English (no pictures)	http://download.kiwix.org/zim/wikipedia_en_all_nopic.zim	en	Save storage space with this text-only version of the entire English Wikipedia for exploring offline. 		NOPIC	https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Nomedia-Thumb-EN.svg/320px-Nomedia-Thumb-EN.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Nomedia-Large_image-EN.svg/640px-Nomedia-Large_image-EN.svg.png		20180173311	2017-01-07
Medical Wiki EN/English	http://download.kiwix.org/zim/wikipedia_en_medicine.zim	en	With 51,000+ medical articles, Wikimed is the largest and most comprehensive collection of health-related articles available. It includes content on diseases, medications, anatomy, and sanitation. As an encyclopedic medical dictionary, Wikimed is perfect for practicing physicians, as well as medicine and other healthcare students.	If you are in the developing world without access to the Internet or on a boat in the middle of nowhere you can now access one of the foremost and up-to-date medical dictionaries, for free.	ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		4627268005	2017-08-05
Medical Wiki EN/English (no video)	http://download.kiwix.org/zim/wikipedia_en_medicine_novid.zim	en	With 51,000+ medical articles, Wikimed is the largest and most comprehensive collection of health-related articles available. It includes content on diseases, medications, anatomy, and sanitation. As an encyclopedic medical dictionary, Wikimed is perfect for practicing physicians, as well as medicine and other healthcare students.	If you are in the developing world without access to the Internet or on a boat in the middle of nowhere you can now access one of the foremost and up-to-date medical dictionaries, for free.	NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		1181464899	2017-08-06
English Wikipedia for Schools	http://download.kiwix.org/zim/wikipedia_en_for-schools.zim	en	This selection of articles from English Wikipedia matches the UK National Curriculum and can be used by school children around the world. 	The 2013 edition of Wikipedia for Schools contains 6,000 articles comprising 26 million words, as well as 50,000 images. Taking the UK National Curriculum as its starting point, articles are organised by school subject, from Art and Citizenship, to Geography and Mathematics. All pages were selected from the English Wikipedia by staff and volunteers at SOS Children, before being checked to ensure suitability for children, and any inappropriate content removed before release. 	NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/WikipediaForSchools-Thumb-EN.svg/320px-WikipediaForSchools-Thumb-EN.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/WikipediaForSchools-Large_image-EN.svg/640px-WikipediaForSchools-Large_image-EN.svg.png		2600274930	2013-01-01
English Wikipedia Top 45,000	http://download.kiwix.org/zim/wikipedia_en_wp1-0.8.zim	en	A core subset of articles from English Wikipedia, selected based on their importance and quality.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Wikipedia-logo-v2-en.svg/320px-Wikipedia-logo-v2-en.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Wikipedia-logo-v2-en.svg/640px-Wikipedia-logo-v2-en.svg.png		5453656823	2017-02-15
Wikipedia DE/Deutsch	http://download.kiwix.org/zim/wikipedia_de_all.zim	de	Download the entire German Wikipedia for exploring offline.		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Wikipedia-logo-v2-de.svg/320px-Wikipedia-logo-v2-de.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Wikipedia-logo-v2-de.svg/640px-Wikipedia-logo-v2-de.svg.png		26975535224	2017-06-13
Wikipedia DE/Deutsch (no pictures)	http://download.kiwix.org/zim/wikipedia_de_all_nopic.zim	de	Save storage space with this text-only version of the entire German Wikipedia for exploring offline.		NOPIC	https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Nomedia-Thumb-EN.svg/320px-Nomedia-Thumb-EN.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Nomedia-Large_image-EN.svg/640px-Nomedia-Large_image-EN.svg.png		5522498260	2017-06-20
Medical Wiki DE/Deutsch	http://download.kiwix.org/zim/wikipedia_de_medicine.zim	de	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		1015686289	2017-08-06
Medical Wiki DE/Deutsch (no video)	http://download.kiwix.org/zim/wikipedia_de_medicine_novid.zim	de	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		302021041	2017-08-06
Wikipedia ES/Español	http://download.kiwix.org/zim/wikipedia_es_all_novid.zim	es	Download the entire Spanish Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Wikipedia-logo-v2-es.svg/320px-Wikipedia-logo-v2-es.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Wikipedia-logo-v2-es.svg/640px-Wikipedia-logo-v2-es.svg.png		16232349636	2017-08-08
Wikipedia ES/Español (no pictures)	http://download.kiwix.org/zim/wikipedia_es_all_nopic.zim	es	Save storage space with this text-only version of the entire Spanish Wikipedia for exploring offline.		NOPIC	https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Nomedia-Thumb-EN.svg/320px-Nomedia-Thumb-EN.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Nomedia-Large_image-EN.svg/640px-Nomedia-Large_image-EN.svg.png		3818231307	2017-08-12
Medical Wiki ES/Español	http://download.kiwix.org/zim/wikipedia_es_medicine.zim	es	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia.		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		955152487	2017-08-07
Medical Wiki ES/Español (no video)	http://download.kiwix.org/zim/wikipedia_es_medicine_novid.zim	es	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		290300506	2017-08-07
Wikipedia FR/Français	http://download.kiwix.org/zim/wikipedia_fr_all_novid.zim	fr	Download the entire French Wikipedia for exploring offline.		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Wikipedia-logo-v2-fr.svg/320px-Wikipedia-logo-v2-fr.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Wikipedia-logo-v2-fr.svg/640px-Wikipedia-logo-v2-fr.svg.png		24393764607	2017-07-26
Wikipedia FR/Français (no pictures)	http://download.kiwix.org/zim/wikipedia_fr_all_nopic.zim	fr	Save storage space with this text-only version of the entire French Wikipedia for exploring offline.		NOPIC	https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Nomedia-Thumb-EN.svg/320px-Nomedia-Thumb-EN.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Nomedia-Large_image-FR.svg/640px-Nomedia-Large_image-FR.svg.png		5186563119	2017-08-03
Medical Wiki FR/Français	http://download.kiwix.org/zim/wikipedia_fr_medicine.zim	fr	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		758066406	2017-08-07
Medical Wiki FR/Français (no video)	http://download.kiwix.org/zim/wikipedia_fr_medicine_novid.zim	fr	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		NOVID	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/WikiMedicine-nomedia-Large_image-EN.svg/640px-WikiMedicine-nomedia-Large_image-EN.svg.png		292409222	2017-08-07
Medical Wiki AR/العربية	http://download.kiwix.org/zim/wikipedia_ar_medicine.zim	ar	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia.		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		1043986445	2017-08-07
Medical Wiki BN/বাংলা	http://download.kiwix.org/zim/wikipedia_bn_medicine.zim	bn	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		177557471	2017-08-06
Medical Wiki HI/हिन्दी	http://download.kiwix.org/zim/wikipedia_hi_medicine.zim	hi	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		105169701	2017-08-06
Medical Wiki IT/Italiano	http://download.kiwix.org/zim/wikipedia_it_medicine.zim	it	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		501419605	2017-08-07
Medical Wiki MR/मराठी	http://download.kiwix.org/zim/wikipedia_mr_medicine.zim	mr	This is a complete collection of all health care, anatomy, and medication related topics from Wikipedia in an offline format. 		ALL	https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Wiki_Project_Med_Foundation_logo.svg/320px-Wiki_Project_Med_Foundation_logo.svg.png	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/WikiMedicine-Large_image-EN%404x.png/640px-WikiMedicine-Large_image-EN%404x.png		60950381	2017-08-06
